movieId,movieclipId,sim,rank
94,000000104_8QJiAK-s5a0,0.0,0
94,000002338_f9Wq05WVXiQ,0.0,1
94,000001927_0wFkRRILnPo,0.0,2
94,000040629_LHv4eHp_gUM,0.0,3
94,000006287_zEYkLkJs5g0,0.0,4
94,000005480_opWPxmr2h2s,0.0,5
94,000001667_NvKYxRmWYEs,0.0,6
94,000003127_q06t8RTLqMQ,0.0,7
94,000003857_E2syhaH4Qgk,0.0,8
94,000004010_jLPtdXAVuwo,0.0,9
94,000000905_KF-wcaGD2UE,0.0,10
94,000003980_QhCISxbO7rg,0.0,11
94,000086815_NvNkGs5bFtA,0.0,12
94,000077667_jWHcIO4y8kk,0.0,13
94,000001088_-sYKI4A3uhc,0.0,14
94,000091974_ujcglOdwI1E,0.0,15
94,000000955_BVrZAIo3wX4,0.0,16
94,000052973_4wVmrgVqQlM,0.0,17
94,000005107_Ih-_ZmPZ1x8,0.0,18
94,000004207_WThmGeHf4hA,0.0,19
94,000002312_KQrBeGqz1W0,0.0,20
94,000113775_cMFosgxgPAs,0.0,21
94,000004321_IA0v8pCN8cQ,0.0,22
94,000000508_wHSH-NpCQOw,0.0,23
94,000003256_QiuXl1cPfrU,0.0,24
94,000005218__LKe8V-h7h8,0.0,25
94,000002457_hgFClV33aH0,0.0,26
94,000001396_F5bAa6gFvLs,0.0,27
94,000005449_9KwuLlQrkVI,0.0,28
94,000001203_1fsFQ2gF4oE,0.0,29
94,000002028_wgHRj2-vvs8,0.0,30
94,000000903_O888bu0QrMg,0.0,31
94,000000719_3iZIOZrzbYo,0.0,32
94,000006203_vndiMloYcYU,0.0,33
94,000072733_zH57XU378EI,0.0,34
94,000002527_lR6vy0i_rRU,0.0,35
94,000005903_59ZcTCijizI,0.0,36
94,000006558_BGmXnidRtoA,0.0,37
94,000079897_zBErHC42Gzk,0.0,38
94,000004410_ueNjp9QfQFM,0.0,39
94,000111113_Vx357DNh0vw,0.0,40
94,000049910_9f8liieRepk,0.0,41
94,000001392_X9N-BROIbeY,0.0,42
94,000001242_8Nbbi16tvYA,0.0,43
94,000002502_jsLUidiYm0w,0.0,44
94,000004816_Wv_JTjYYaQI,0.0,45
94,000002291_64IwbhFYuUM,0.0,46
94,000000955_xAmgUnwxCUc,0.0,47
94,000002517_IurXrQqZufM,0.0,48
94,000005222_E25WrYP_1tU,0.0,49
94,000008623__PZ_LyJfYe8,0.0,50
94,000117893_6Tax5ajZYsY,0.0,51
94,000003444_bT6NizTtXug,0.0,52
94,000004734_PYJFzOzpwHo,0.0,53
94,000103810_M2_cj-txN9A,0.0,54
94,000001396_pm7LihLP7kQ,0.0,55
94,000048698_1qamIJWkKi0,0.0,56
94,000102903_h4u9pO-98ZM,0.0,57
94,000001984_u2D0kDFKaxE,0.0,58
94,000086815_fyI46_cfTW4,0.0,59
94,000007438_RWwGXIjxbnI,0.0,60
94,000004618_6loInvUSYEM,0.0,61
94,000003358_V26hcTgoDLY,0.0,62
94,000089028_HSJRevnIGww,0.0,63
94,000103228_BiuCpXg_jgU,0.0,64
94,000080549_VBLIuICtHuo,0.0,65
94,000033162_6p1EuLz9Fes,0.0,66
94,000003697_nzz_3bQHyiY,0.0,67
94,000003763_hE5rsmIsYPA,0.0,68
94,000002872_bzLfJvHlQmo,0.0,69
94,000004950_pfLTbzU0FXo,0.0,70
94,000001862_SwGjsWSn8ak,0.0,71
94,000000905_aHJKwOGb7MI,0.0,72
94,000002729_3SKk58UngIk,0.0,73
94,000004064_RE6QfwhDMhw,0.0,74
94,000002986_TTUvtnPvN8k,0.0,75
94,000113103_uJnIaD7gDlQ,0.0,76
94,000079185_oMWqB05lpRU,0.0,77
94,000000421_V32SkmBB1KU,0.0,78
94,000115162_jKIG_-544gY,0.0,79
94,000088468_z9P5NdzCcJo,0.0,80
94,000002791_AZ2EPeq1TK0,0.0,81
94,000002867_68igl3sbzFI,0.0,82
94,000079794_CDQw1Ez9yOs,0.0,83
94,000001256_fHmesxUDVz4,0.0,84
94,000059037_gC672314kEU,0.0,85
94,000003444_Z6vsW2RH8kA,0.0,86
94,000001958_GxQPnTqPeVM,0.0,87
94,000000150_C3J1AO9z0tA,0.0,88
94,000091414_mqpQgFfidcA,0.0,89
94,000087529_NIMWmy-1l4Y,0.0,90
94,000077820_KcLVm5KkTjk,0.0,91
94,000045499_XeU6SJorcvw,0.0,92
94,000002694_K2JtNouF2rQ,0.0,93
94,000003469_v757jrOBkng,0.0,94
94,000081591_iOaD5cZNw0E,0.0,95
94,000006642_hRg2HEpwD5A,0.0,96
94,000006619_rfdF7LBQ8Ic,0.0,97
94,000044494_dPk7S_LiI1I,0.0,98
94,000044238_s0bxFcZV40A,0.0,99
95,000008507_CrlVTZFPnzA,0.0,0
95,000081834_aJSh1zkPEvc,0.0,1
95,000004654_7aW8QnLYxY4,0.0,2
95,000001468_mlkWgiyQ-8g,0.0,3
