movieId,movieclipId,sim,rank
94,000002457_F3f7Li9T4n4,0.4523350052364335,0
94,000003087_lPe61El1_3E,0.22440647789189455,1
94,000002891_ubgR8CKyzYw,0.43841604070263784,2
94,000005049_xbga181nm84,0.22161750431310645,3
94,000000125_bw4xDTQYIfE,0.43095499871505455,4
94,000007361_RwQVsB6k24Q,0.21671198838034192,5
94,000006155_AkOcZ0S8vDg,0.4292572649524615,6
94,000001396_KuIheGaiFLM,0.21521995882120212,7
94,000004447_EVmLV7swH2k,0.42705820418424845,8
94,000005529_cgogH0SylMc,0.21491598097610842,9
94,000001404_6f5ggdRQuB8,0.4269544694035889,10
94,000002891_diteeSODzTQ,0.2120513142606832,11
94,000005449_qUKBDcMN7tg,0.4231348222767711,12
94,000000094_DPQ47h-k-nw,0.21140329222644003,13
94,000006287_lAgPsmTxBfc,0.42149603951577175,14
94,000000094_E8LYvflSTAE,0.208377404684408,15
94,000003179_WQ71crXovIk,0.4212276930160755,16
94,000003450_kTnEyRLMvqk,0.20787189895339844,17
94,000000125_nNXIh6RrvNw,0.41932509461625694,18
94,000004085_HmNJ03s2ZuM,0.20604783924793127,19
94,000000125_dXe45jbpElA,0.41920655263669393,20
94,000004116_PSmJNK9zhR0,0.2051621913958893,21
94,000004002_FuZNswuwAxM,0.41866885798818915,22
94,000002188_qPfLNjGXa2M,0.20227627462075767,23
94,000003426_-sv5DJfslVM,0.4177412643643455,24
94,000006966_MuTaXwt02vA,0.19780117263640679,25
94,000000587_oAb2_-uv41Y,0.416907563677448,26
94,000004010_SRWyQELLODg,0.19720790798770188,27
94,000000094_RqCVbiHCYAA,0.4165060379247717,28
94,000004782_f3tseBsU248,0.19708454549176582,29
94,000003127_KA-LkJdOzHo,0.4118370790716655,30
94,000001974_7xOOk5w5dDA,0.19582732137211745,31
94,000002891_uPAXLQIxBGY,0.41050644653910723,32
94,000004014_rGvIBT10JDU,0.1952082378955772,33
94,000000125_CDn1rXzkBEM,0.4092142689169781,34
94,000000163_AEEf_00tNos,0.19299705598341685,35
94,000001297_wfbqJpn8fN8,0.4084555466062403,36
94,000000094_n1BXpNTsoB8,0.19291123558753856,37
94,000001485_Zh6NzOHOU8s,0.40734393286710846,38
94,000004232_6rl0rXHWtbQ,0.19214241814652191,39
94,000006475_GxznDWMsp8E,0.40627962785165384,40
94,000004132_p6HbXVaNFfc,0.19207750325839318,41
94,000001729_3osli3y94I0,0.4048635499095764,42
94,000001965_ewvHk1nM5u0,0.19092937091062015,43
94,000001088_P6fVrC-RQLg,0.40237625800527876,44
94,000003766_Ce0zSR2ParE,0.1906654663077248,45
94,000001920_rFHh8MTXs5M,0.4019320109092538,46
94,000004132_vW7-H-GGYwk,0.19054696970077367,47
94,000001729_Gr6eFXNq5Wc,0.400800707809173,48
94,000047200_FNpmlKzuEss,0.18970845196734137,49
94,000001297_E0aNsWbWr1s,0.40054339809397355,50
94,000001952_afnlOjES53Y,0.18857102149659943,51
94,000080615_OBWwzOCkE_E,0.3987183580008593,52
94,000001396_3VlyZIywY9c,0.18834059436388173,53
94,000002501_udHB3tftPz4,0.3979786801671667,54
94,000001746_hLrM7OaMTGg,0.18670228898490576,55
94,000004992_Aw1mnorjq-o,0.3978223533014022,56
94,000047200_2NUEEQ5IOGg,0.1864501075336779,57
94,000003039_wjkdynBFHuQ,0.396071369006712,58
94,000005025_Q5wdXytgRLI,0.1853856812324841,59
94,000053993_FHohKkrVoMI,0.39517854596810936,60
94,000002145_t8HQInlblys,0.18527730326847025,61
94,000027838_4vOHfYUUCJk,0.39089044984133137,62
94,000006155_DXSoxAHjqRg,0.18477059896205789,63
94,000004285_HOr8EwpHNwY,0.3867667156988159,64
94,000047200_E_c_t0vys3A,0.1847192796627412,65
94,000002791_g0j2dVuhr6s,0.38634222900061926,66
94,000004030_vj_NmzJ0mMA,0.18471168085653222,67
94,000002891_5Ui9rRepv0Q,0.3851457829134275,68
94,000001392_zk0AexuAhlw,0.18304036270169893,69
94,000074946_DPksJcC1e_c,0.38439295495538145,70
94,000002468_te-hhtqatQk,0.18297541692701796,71
94,000003179_8XglzsFYAJU,0.3839757064264969,72
94,000004388_YkGv4M2y3zg,0.1827134842361247,73
94,000005449_oEtIf_2mzJc,0.3830235764403708,74
94,000005449__T7T-0iR2Sw,0.18260817441252536,75
94,000058655_MDdgxMEIYFI,0.3827073236311759,76
94,000005092_GNWJFqW17yg,0.1822508630822917,77
94,000004085_lKE3zh_Hxqw,0.3821155418769947,78
94,000005334_8gvuU-U64d0,0.1821640591055475,79
94,000002694_UFlhVGogIRg,0.3820227267917138,80
94,000004373_g0mHVE8ebqA,0.18175911395132885,81
94,000004054__oBX12cEu-w,0.38189959554135733,82
94,000005264_4pmBvrehyTk,0.18175121818354248,83
94,000002264_mFBIlYRQBLI,0.3814259469466243,84
94,000001961_Lz-ihW8RXSM,0.18167065200125637,85
94,000055765_v8OMHtUg9sU,0.3812776849509268,86
94,000005529_-7-C6lSAfOs,0.18148399411007715,87
94,000001680_1H2xudG3BPI,0.38069874955141014,88
94,000002694_orGDoXo7xKA,0.18144910860522867,89
94,000000094_F4T2_xFNAqs,0.38068436870070127,90
94,000006966_G4YcCF8uLiI,0.18143981906993395,91
94,000000125__kItBZZK1p0,0.380540629596751,92
94,000000163_doVYFjIJcfU,0.181384312593885,93
94,000000252_w6kumXHaOeI,0.38015956349291785,94
94,000001993_i4M2tehIejI,0.18126758410114702,95
94,000000094_4K8M2EVnoKc,0.3793679717902177,96
94,000004014_ALImNM6jWZw,0.18087654132049213,97
94,000044189_9aaVOicCVcY,0.3785677396991288,98
94,000005092_ClQNLSnl1ow,0.1806100144209921,99
95,000000095_zW7btaVY-Lw,0.506082872907853,0
95,000000095_De2qscGlWX4,0.3354626072872405,1
95,000002232_h__j2aPe63w,0.48444860486248026,2
95,000000095_gS56O-aHEMs,0.24545840983788614,3
95,000049649_zsqpY4w2e1Q,0.47786501281854893,4
95,000000196_NAEDVsrKk5s,0.23967053650253,5
95,000000541_HU7Ga7qTLDU,0.47327041253688606,6
95,000001876_vQWmd8REdaE,0.2280028888499168,7
95,000088468_zuKBp_n_o14,0.4626930875377771,8
95,000001370_jZiR9MHumCk,0.22178947662629106,9
95,000035957_FhDi_WF5uOI,0.46247752256385816,10
95,000000327_Cj80JkVCCpg,0.21947395725571345,11
95,000000329_DSCWB4GqcFE,0.45442653676279615,12
95,000000377_Z3m-Ht3_tFc,0.21646137499741333,13
95,000005445_9S44kVrFB24,0.45423669006584677,14
95,000002338_Jd0XiJie7Lo,0.21577008273798834,15
95,000005991_yy6j2LUyh24,0.4538258303485026,16
95,000003418_-dUYR2apxdA,0.21292025026637412,17
95,000003175__zSpueUqvcs,0.4506090767667073,18
95,000094018_yWuZtDeeZmc,0.21158567207931017,19
95,000049649_K0xpWKgNCk0,0.4500947563516346,20
95,000001556_9s84zV2VCgI,0.21095302485308515,21
95,000049649_shj7YP98Yxs,0.44611380333085343,22
95,000094018_JCVLrJfjsIo,0.20945271749205566,23
95,000003274_PJo7WdHSxoI,0.4448302657850849,24
95,000000377_dKJa-KQNjQU,0.20489641192122549,25
95,000000210_nZy7fW9IO0s,0.4448089106487335,26
95,000001370_g-P53rME1xE,0.2033655972838315,27
95,000000163_S7h60nfyg3M,0.4437596295968569,28
95,000045499_XeU6SJorcvw,0.2010303001337421,29
95,000004992_U9nydZd_emI,0.44322854676603973,30
95,000000196_79hXvDohqgI,0.20062280763563478,31
95,000000648_sd_I5ez3jwg,0.4419446983327057,32
95,000005128_kdDH7Ynw5Lc,0.20021471056297702,33
95,000000587_6vg44SEEMmA,0.44070942364287113,34
95,000000332_F-HZzW_NS88,0.19942384474428174,35
95,000004030_WYzUtZMt5A8,0.436053776981851,36
95,000001370_P0Tt7VUMLs8,0.19938128965624002,37
95,000051255_BavTQmiA9mc,0.42934020448083593,38
95,000001382_ZObnyBWAZSI,0.19904013156062117,39
95,000003256_KnhDO1G0ieY,0.42716541706891464,40
95,000066171_bYUJuCsymVM,0.19853395909746682,41
95,000000153_pGhBFh0cXRU,0.4250768450127697,42
95,000125916_HOrCBUADkMM,0.1983710747544516,43
95,000003785_q9QJ_S62yVo,0.4246853726681025,44
95,000000332_e4Dlc6yqJuA,0.19822994365127386,45
95,000113103_J8JhG2j8E_w,0.4241833424299801,46
95,000000196_9FyqTQ9ywnc,0.19812728897948567,47
95,000091978_BYh-iVr55EA,0.4233572790602048,48
95,000003980_gh2apPe9pSI,0.19681037351053401,49
95,000103335_5vvtNVnzxaA,0.4211265019936459,50
95,000004865_mphHRcrJfNE,0.19672658662561787,51
95,000044189_1OcqJdBrRpw,0.4207433811397394,52
95,000001297_rthHSISkM7A,0.19554966456947026,53
95,000003745_g9U0df6KJiA,0.4172767834612122,54
95,000001388_rqWz0oKJQ5E,0.1942595217950133,55
95,000103810_uf-v_lzbcp0,0.41511580160967015,56
95,000001779_3k9G5rq86PU,0.19391152387744745,57
95,000002188_N0gaRYJH5GE,0.40918882641975785,58
95,000001556_38yH4yeJM2I,0.19355140216046737,59
95,000091978_pyvthgZdQhc,0.4071025506624314,60
95,000056156_cFVtyYzs48I,0.1929803420820106,61
95,000001918_A_S1oRHSH80,0.4067849715429568,62
95,000094018_y7T5Ea-WGII,0.1911834072346533,63
95,000081834_AdaRb_fg8dg,0.40611083250909275,64
95,000002338_CShHiYrQPGM,0.19112892353381933,65
95,000002701_NHRtlXDOqOU,0.4055536440503287,66
95,000103253_f4gmgTebHog,0.18959339144852688,67
95,000119655_XCJxGxYDjQE,0.4051568210216434,68
95,000046948_ATDt5EBims4,0.18841804481537716,69
95,000047200_KyMyuKpmQhA,0.4036871069061192,70
95,000101076_82wvQMuzbow,0.1871193296967276,71
95,000006006_HTjeSsgZVW4,0.4034543453893757,72
95,000103253_2cJGGVlQ8X8,0.18653819727182258,73
95,000119655_rW59kLTHdBE,0.4031122753780225,74
95,000001438_r421zjv-hoE,0.18566134402325504,75
95,000004992_gJyibprvYQk,0.4006299312491831,76
95,000004238_5sRrCX-pLPM,0.18542711813629492,77
95,000004734_PYJFzOzpwHo,0.4004121408803456,78
95,000003418_SXbUNuTQJds,0.18541010572698602,79
95,000001690_14Mf_nTyWBc,0.39989412749910663,80
95,000103253_60V3JFUPvIE,0.18525902154172827,81
