movieId,movieclipId,sim,rank
111,000000111_UneHDzMhbbw,0.20273019442489693,0
111,000007173_uDffmOSVnBM,0.1746896620361534,1
111,000000111_1ve57l3c19g,0.1833253185344814,2
111,000005677_70yAXCvid4k,0.16806831247531465,3
111,000000111_-QWL-FwX4t4,0.17893695313581717,4
111,000001799_J0SN6An2yCg,0.16509583068752748,5
111,000000111_VKE_B4jMF5Q,0.14221111981848858,6
111,000004060_HdaBcsWogXE,0.16472363368800086,7
111,000003844_cWuFfrettMY,0.13316046408075807,8
111,000031049_iGJCWeK7YCA,0.1620902070514882,9
111,000000111_X6frLQWOSlQ,0.1312924495948754,10
111,000000737_BVrhE9NOwww,0.16148919109000157,11
111,000000737_cKewmzrevAw,0.13072382707914698,12
111,000005677_XAm-zfxcktE,0.16076740240625612,13
111,000000424_Jv_AlRfm998,0.12688705565791403,14
111,000003437_MqMD1DK0CTQ,0.15939909913908046,15
111,000001674_9GxFab5uMPc,0.12673478439601088,16
111,000002160_kye191FZmeU,0.15896286853845024,17
111,000004855_RitnM9n0jTY,0.12425894237896482,18
111,000004205_z_a4zak_zk0,0.15857711242922337,19
111,000001674_o07ecRzkLuM,0.12425622586564565,20
111,000031049_wy1eWsC2sL8,0.15827468152824653,21
111,000004855_0wAtjDAyv4M,0.12334653739258455,22
111,000007366_IB2eLqqkLaI,0.15794384703941836,23
111,000000737_n9L9jMlulXI,0.1231422193300932,24
111,000002890_qhH634B4jGg,0.1572201367575369,25
111,000002393_-1gCG8m1SHU,0.12196961004188442,26
111,000008880_G_0ZVzUO3Os,0.15640982556099023,27
111,000002160_1BRteOP9UL8,0.12079472952794285,28
111,000002580_SxgfSDgHGYw,0.1563632639711585,29
111,000004595_YuuMHvaxXFY,0.12046520198237226,30
111,000004205__sZ4U5aOee0,0.15634139821198653,31
111,000005014_dAlYuokC9R0,0.11986950445919647,32
111,000000737_8ARqfD6Wm3E,0.15608835288542852,33
111,000008596_1V2V5tes6YY,0.11949495930506168,34
111,000005205_r6fpS6P16NI,0.154892102584405,35
111,000000151_a2gMY3TRx8s,0.11873033335548322,36
111,000079293_dry7kY2BMlk,0.15424818941219876,37
111,000003168_iamsdf-VSQI,0.1176559375677442,38
111,000007173_2yhGVaVwceE,0.15395352181469368,39
111,000057951_TYC_FD2YXro,0.1168627248010554,40
111,000005677_b2WuWXRVdfk,0.15358704296656164,41
111,000080586_M4UpIJYB9Xo,0.11646152519209955,42
111,000031049_S-hMzdxcOD0,0.15272139947504196,43
111,000055245_hBsnb6M-lr0,0.11638258475325189,44
111,000031049_aUdbjoT_DPQ,0.15200946385009242,45
111,000042732_MMiicN9p8a8,0.11630230287231894,46
111,000000370_dAMqMErPIIY,0.15164942361579667,47
111,000002997_T2Y7oo3iB40,0.1159607883847675,48
111,000002160_aHM8kYwl1R4,0.15123522990425567,49
111,000001674_hVxEoBe1UVg,0.11592917947310034,50
111,000005292_GuuUX-4_K-A,0.15079192620364615,51
111,000004060_zvgXyU1STYI,0.11589303920330966,52
111,000004595_AQ0P7R9CfCY,0.15030274191026488,53
111,000000994_KAPU1-0hGRE,0.11504301987293682,54
111,000004333_9ecF-Go9lt8,0.1495892429956495,55
111,000001983_PP8BpNVk8JM,0.11493606986787361,56
111,000112450_lHNgUHi-WPM,0.14933514525933916,57
111,000001414_Lg69Gwv4tOM,0.11449775392734184,58
111,000000111_LvtFcK8BaY8,0.14932256668348992,59
111,000004275_EDdsxJLhp-E,0.11408317931659843,60
111,000001799_UmpctrXzd1E,0.14932140131952834,61
111,000002393_jw41pJtU6eY,0.11370088749799498,62
111,000005677_Gx7y8ecslp4,0.14917973297854248,63
111,000002723_QXFR1L_gOg8,0.11325223134538086,64
111,000002841_jsGX_I6mFvc,0.14868167930695575,65
111,000001722_dXvVa-6BDWc,0.1125665680004087,66
111,000002723_VUG-5kLRjeY,0.14845056171589738,67
111,000057951_gX57uKMrxp4,0.11201925699781652,68
111,000031049_XVGIvc6G6yg,0.1483820087320788,69
111,000002231_N7hG6mx0csE,0.11201456591635725,70
111,000026629_F5GWqOrzQ3g,0.14808071340564513,71
111,000047707_YBRg2qsJ94Y,0.11198040272852056,72
111,000003359_6DQTWY9wTO8,0.14777669898429166,73
111,000055245_E4D7FEZx150,0.11184579867882535,74
111,000002997_OpZknAZxSjU,0.14763230732581092,75
111,000001959_Agic36OeXC0,0.1116347618837834,76
111,000005810_0ShWGyC408I,0.14751745163930213,77
111,000002723_eKeTSR1yYfY,0.11127290486387673,78
111,000001995_8l-HZqArmXU,0.14737838045765722,79
111,000001959_sRKtU9FF-8w,0.11119801790558728,80
111,000000592_63iuB-cSY7Q,0.14734054420711812,81
111,000040964_sFJmNKLW-2A,0.11090811976537078,82
111,000000737_ct-PElgfWJY,0.1472225498882377,83
111,000002997_Q6Fuxkinhug,0.11087687180030374,84
111,000079293_BQl4CNHsgvc,0.14655419279057472,85
111,000002393_xdgjUPMiiEc,0.11066537585409629,86
111,000004386_45RmWBZsU1Y,0.14612809855037395,87
111,000031049_kCtsoBRr1Z0,0.11057926256190194,88
111,000002723_FfdJdZ5_guM,0.1455748190976843,89
111,000002890_MEl5g32bzMY,0.11030138797934842,90
111,000004333_eo6MfN5Lcws,0.14536858619267953,91
111,000008596_-g_mWXCJRP8,0.11008864123634668,92
111,000113416_kHQq6ri9MDI,0.14522486915230776,93
111,000002393_vm8sOhr-0lA,0.10951776095735652,94
111,000026629_kLovCSv9-Ks,0.14513888547974813,95
111,000051412_us54vk5--jM,0.10947720157919288,96
111,000005810_ByNjiy8-j8g,0.1450177475595772,97
111,000003190_8jkV-CnMrbw,0.10943287922435527,98
111,000006267_BL9xCIeznI8,0.14450648992792192,99
151,000000151_a2gMY3TRx8s,0.15484221715589871,0
151,000000151_aYbNb8eaTCY,0.22615336777548406,1
151,000000994_Yd8gK6EgpLM,0.1518474390663595,2
151,000000151_9u_76dg61ns,0.21055587010055535,3
151,000031049_XVGIvc6G6yg,0.15118730195846353,4
151,000002393_jw41pJtU6eY,0.1804839044860325,5
151,000000994_KAPU1-0hGRE,0.14790742725755757,6
151,000000151_P_GbbXL9E78,0.17994122098036605,7
151,000003844_cWuFfrettMY,0.14522752283718762,8
151,000000151_CeYoUJYqAQc,0.1706274226166508,9
151,000002393_-1gCG8m1SHU,0.14518075629237018,10
151,000001653_MjOXPVmOBSg,0.16776662095061431,11
151,000000737_BVrhE9NOwww,0.14331340815220228,12
151,000003259_PXW83EUbeTM,0.16668700031980055,13
151,000005541_ECiut2qgJck,0.141790510529631,14
151,000007027_iBaUUJOO6V8,0.16485223399918536,15
151,000000737_cKewmzrevAw,0.1407073854856434,16
151,000000151_Oum7mEtv05g,0.15890875254033462,17
151,000055245_E4D7FEZx150,0.13995501697330634,18
151,000000151_wosztGGnWt4,0.1586826375126444,19
151,000003646_noT3bA3Ibyk,0.1393314906675123,20
151,000004275_WGGlUlvJffY,0.15837630822249726,21
151,000004855_0wAtjDAyv4M,0.13786747747565833,22
151,000001995_sjWdByLxTuI,0.15682011021026626,23
151,000000424_Jv_AlRfm998,0.13687090914687974,24
151,000004275_9O1-5MNRbKE,0.15600365831581792,25
151,000000737_n9L9jMlulXI,0.1365477325156101,26
151,000002115_DFa_oIuRDQ8,0.155570464144074,27
151,000007366_uvUH_niF-Zo,0.13548774310817188,28
151,000114795_s1nXXro4Aio,0.15495911373905005,29
151,000001674_9GxFab5uMPc,0.1354636990236985,30
151,000059315_3o2ACEr9NmQ,0.15387502038630418,31
151,000004595_YuuMHvaxXFY,0.13497718397248956,32
151,000002115_WQXqhk-8h7o,0.15348764824599523,33
151,000002490_0r4uUQBLokk,0.1343472065423041,34
151,000000151_xR1YEOrYOdw,0.15275537496728794,35
151,000004275_EDdsxJLhp-E,0.13335587892693054,36
151,000001387_2I91DJZKRxs,0.1498136276695774,37
151,000002890_MEl5g32bzMY,0.1318268608816282,38
151,000002890_qhH634B4jGg,0.14840432188460212,39
151,000000994_1UeNQlmxEkQ,0.1317985360768556,40
151,000003074_qJ_EsjyYevs,0.14811911929462027,41
151,000004855_yr-HmSz421c,0.1313247394718064,42
151,000003259_20M_teQf-l8,0.14803004879307088,43
151,000007027_5mAO3eeRP84,0.13067514754852735,44
151,000004275_PM9t2KSOfK8,0.14714498688434943,45
151,000002231_N7hG6mx0csE,0.13034312615958646,46
151,000003259_eKrEVWGTuRg,0.1470010194540332,47
151,000004477_iTiWC8GpOgM,0.12999636684176197,48
151,000001995_8l-HZqArmXU,0.14620886739800476,49
151,000057951_LCsNRcdlAkw,0.12859673615933873,50
151,000001995_ayOLECuygTQ,0.1460161885458952,51
151,000002997_T2Y7oo3iB40,0.12839182596870635,52
151,000007027_Dv6rmmAk_Es,0.1459433699194156,53
151,000002231_aXbf3X56rGM,0.1276384434423422,54
151,000003259_WULhkipzltU,0.1457552105016748,55
